repo,module,compile_success,test_pass,original_tech_lag,current_tech_lag,reduced_tech_lag,original_dep_count,current_dep_count,reduced_dep_count
java-design-patterns,dynamic-proxy,True,True,242,25.0,217,10,16.0,-6
java-design-patterns,caching,True,False,122,0.0,122,8,120.0,-112
java-design-patterns,bytecode,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,servant,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,visitor,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,null-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,fluent-interface,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,event-sourcing,True,True,26,0.0,26,6,12.0,-6
java-design-patterns,reactor,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,fanout-fanin,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,client-session,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,half-sync-half-async,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,promise,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,saga,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,transaction-script,True,True,12,0.0,12,4,10.0,-6
java-design-patterns,poison-pill,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,data-transfer-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,data-mapper,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,builder,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,health-check,True,False,543,79.0,464,71,847.0,-776
java-design-patterns,specification,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,strangler,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,queue-based-load-leveling,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,converter,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,collecting-parameter,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,proxy,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,serialized-entity,True,True,12,0.0,12,4,10.0,-6
java-design-patterns,business-delegate,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,combinator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,layered-architecture,True,False,276,79.0,197,50,805.0,-755
java-design-patterns,data-access-object,True,True,12,0.0,12,4,10.0,-6
java-design-patterns,abstract-document,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,virtual-proxy,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,async-method-invocation,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,observer,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,filterer,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,identity-map,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,object-mother,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,factory-method,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,special-case,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,chain-of-responsibility,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,memento,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,mediator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,abstract-factory,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,callback,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,domain-model,True,True,13,0.0,13,5,12.0,-7
java-design-patterns,data-bus,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,leader-election,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,service-to-worker,True,True,7,0.0,7,4,10.0,-6
java-design-patterns,acyclic-visitor,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,registry,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,front-controller,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,model-view-intent,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,type-object,True,True,15,0.0,15,5,11.0,-6
java-design-patterns,decorator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,service-locator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,composite,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,strategy,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,flyweight,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,server-session,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,subclass-sandbox,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,dirty-flag,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,twin,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,active-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,double-buffer,True,True,12,0.0,12,4,10.0,-6
java-design-patterns,game-loop,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,context-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,template-method,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,separated-interface,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,commander,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,step-builder,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,state,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,tolerant-reader,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,guarded-suspension,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,sharding,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,property,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,balking,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,currying,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,event-aggregator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,leader-followers,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,partial-response,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,update-method,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,private-class-data,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,prototype,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,serialized-lob,True,True,9,0.0,9,4,10.0,-6
java-design-patterns,retry,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,mute-idiom,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,role-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,event-based-asynchronous,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,curiously-recurring-template-pattern,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,adapter,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,pipeline,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,circuit-breaker,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,factory-kit,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,monitor,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,double-dispatch,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,single-table-inheritance,True,True,303,79.0,224,50,805.0,-755
java-design-patterns,unit-of-work,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,event-queue,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,factory,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,execute-around,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,command,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,spatial-partition,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,feature-toggle,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,composite-view,True,True,10,3.0,7,4,9.0,-5
java-design-patterns,parameter-object,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,arrange-act-assert,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,iterator,True,True,7,0.0,7,3,9.0,-6
java-design-patterns,lazy-loading,True,True,7,0.0,7,3,9.0,-6
easyexcel,easyexcel,False,False,48,0.0,48,17,320.0,-303
easyexcel,easyexcel-test,False,False,1627,0.0,1627,79,368.0,-289
easyexcel,easyexcel-support,True,True,17,0.0,17,2,2.0,0
easyexcel,easyexcel-core,False,False,48,0.0,48,16,319.0,-303
nacos,plugin/environment,True,True,0,0.0,0,0,0.0,0
nacos,plugin/trace,True,True,0,0.0,0,0,0.0,0
nacos,plugin/datasource,True,True,0,0.0,0,0,0.0,0
nacos,plugin/encryption,True,True,0,0.0,0,0,0.0,0
nacos,plugin/config,True,True,0,0.0,0,0,0.0,0
nacos,plugin/control,True,True,0,0.0,0,0,0.0,0
nacos,plugin/auth,True,True,0,0.0,0,0,0.0,0
nacos,common,True,True,61,0.0,61,32,32.0,0
nacos,client,True,True,73,79.0,-6,49,795.0,-746
nacos,logger-adapter-impl/log4j2-adapter,True,True,61,0.0,61,33,33.0,0
nacos,logger-adapter-impl/logback-adapter-12,True,True,58,0.0,58,32,32.0,0
nacos,consistency,True,True,64,0.0,64,34,34.0,0
nacos,plugin-default-impl/nacos-default-control-plugin,True,True,61,0.0,61,34,34.0,0
WxJava,weixin-java-cp,True,True,120,1.0,119,22,156.0,-134
WxJava,weixin-graal,True,True,2,0.0,2,1,1.0,0
WxJava,spring-boot-starters/wx-java-qidian-spring-boot-starter,True,True,972,79.0,893,34,814.0,-780
WxJava,spring-boot-starters/wx-java-miniapp-multi-spring-boot-starter,True,True,945,1.0,944,34,176.0,-142
WxJava,spring-boot-starters/wx-java-miniapp-spring-boot-starter,True,True,945,1.0,944,34,176.0,-142
WxJava,spring-boot-starters/wx-java-channel-multi-spring-boot-starter,True,True,945,1.0,944,36,176.0,-140
WxJava,spring-boot-starters/wx-java-cp-spring-boot-starter,True,True,945,1.0,944,32,174.0,-142
WxJava,spring-boot-starters/wx-java-open-spring-boot-starter,True,True,945,1.0,944,36,178.0,-142
WxJava,spring-boot-starters/wx-java-channel-spring-boot-starter,True,True,945,1.0,944,36,176.0,-140
WxJava,spring-boot-starters/wx-java-mp-multi-spring-boot-starter,True,True,945,1.0,944,31,173.0,-142
WxJava,spring-boot-starters/wx-java-mp-spring-boot-starter,True,True,1002,79.0,923,33,814.0,-781
WxJava,spring-boot-starters/wx-java-pay-spring-boot-starter,True,True,660,1.0,659,37,179.0,-142
WxJava,spring-boot-starters/wx-java-cp-multi-spring-boot-starter,True,True,945,1.0,944,32,174.0,-142
WxJava,weixin-java-miniapp,True,True,120,1.0,119,24,158.0,-134
WxJava,weixin-java-mp,True,True,159,1.0,158,27,155.0,-128
WxJava,weixin-java-pay,True,True,127,1.0,126,27,161.0,-134
WxJava,weixin-java-qidian,True,True,120,1.0,119,21,155.0,-134
WxJava,weixin-java-channel,True,True,120,1.0,119,30,158.0,-128
WxJava,weixin-java-open,True,True,120,1.0,119,26,160.0,-134
WxJava,weixin-java-common,True,True,119,1.0,118,20,154.0,-134
WxJava,solon-plugins/wx-java-pay-solon-plugin,True,True,126,1.0,125,29,163.0,-134
WxJava,solon-plugins/wx-java-open-solon-plugin,True,True,119,1.0,118,28,162.0,-134
WxJava,solon-plugins/wx-java-cp-multi-solon-plugin,True,True,119,1.0,118,24,158.0,-134
WxJava,solon-plugins/wx-java-miniapp-multi-solon-plugin,True,True,119,1.0,118,26,160.0,-134
WxJava,solon-plugins/wx-java-channel-solon-plugin,True,True,119,1.0,118,28,160.0,-132
WxJava,solon-plugins/wx-java-miniapp-solon-plugin,True,True,119,1.0,118,26,160.0,-134
WxJava,solon-plugins/wx-java-cp-solon-plugin,True,True,119,1.0,118,24,158.0,-134
WxJava,solon-plugins/wx-java-mp-solon-plugin,True,True,176,79.0,97,25,811.0,-786
WxJava,solon-plugins/wx-java-channel-multi-solon-plugin,True,True,119,1.0,118,28,160.0,-132
WxJava,solon-plugins/wx-java-qidian-solon-plugin,True,True,146,79.0,67,26,811.0,-785
WxJava,solon-plugins/wx-java-mp-multi-solon-plugin,True,True,119,1.0,118,23,157.0,-134

